tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_r_pct,NR_rpm_bg,NR_maxzscore
1299308,Quaranjavirus,"",2,-100,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,1730730.0,100.0,9720.0,207.176,100.0,67.781,47.5896,9.5797939,0.0,10.13281,0.0,100.0
1608131,Wuhan Mosquito Virus 6,"",1,1608131,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,1730730.0,100.0,8120.0,173.073,100.0,67.8216,47.5454,9.4903326,0.0,8.46486,0.0,100.0
1608129,Wuhan Mosquito Virus 4,"",1,1608129,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,271540.0,100.0,1274.0,27.154,100.0,67.9617,47.8595,10.3702507,0.0,1.32811,0.0,100.0
1608053,Jingshan Fly Virus 1,"",1,1608053,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,37720.0,100.0,177.0,3.772,100.0,63.2062,48.0395,7.6389832,0.0,0.18452,0.0,100.0
-101299308,Non-species-specific reads in genus Quaranjavirus,,1,-101299308,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,18540.0,100.0,87.0,1.854,100.0,68.9667,46.9885,9.8425283,0.0,0.09069,0.0,100.0
1608078,Shuangao Insect Virus 4,"",1,1608078,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,13210.0,100.0,62.0,1.321,100.0,70.1468,47.3871,10.2258062,0.0,0.06463,0.0,100.0
9903,Bos,"""oxen",2,-100,9903,9895,Eukaryota,0,2567.0,54.714,100.0,99.6949,141.226,83.9239197,0.0,685890.0,100.0,679.0,14.472,100.0,94.1381,39.1296,13.4431515,0.0,0.70784,0.0,100.0
9913,Bos taurus,cattle,1,9913,9903,9895,Eukaryota,0,2558.0,54.522,100.0,99.725,141.284,84.0208817,0.0,685890.0,100.0,660.0,14.067,100.0,93.9923,38.8485,13.2356062,0.0,0.68803,0.0,100.0
72004,Bos mutus,wild yak,1,72004,9903,9895,Eukaryota,0,5.0,0.106,100.0,90.44,116.8,49.7320137,0.0,4890.0,100.0,18.0,0.383,100.0,99.6667,49.7778,21.3666668,0.0,0.01876,0.0,100.0
9915,Bos indicus,zebu cattle,1,9915,9903,9895,Eukaryota,0,2.0,0.042,100.0,87.55,127.0,50.7916794,0.0,630.0,100.0,1.0,0.021,100.0,90.9,33.0,7.8000002,0.0,0.00104,0.0,100.0
-100009903,Non-species-specific reads in genus Bos,,1,-100009903,9903,9895,Eukaryota,0,2.0,0.042,100.0,96.5,142.5,78.5171661,0.0,420.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
6333,Trichinella,"",2,-100,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,592656.669,99.0,6674.0,142.252,99.0,95.1276,43.3969,14.8934221,0.0,6.95745,0.094945,99.0
181606,Trichinella sp. T9,"",1,181606,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,592656.669,99.0,2837.0,60.469,99.0,99.3136,42.0092,15.4815998,0.0,2.95749,0.0023261,99.0
990121,Trichinella patagoniensis,"",1,990121,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,544396.545,99.0,2606.0,55.545,99.0,90.7345,44.9866,14.7204533,0.0,2.71668,0.0015804,99.0
-100006333,Non-species-specific reads in genus Trichinella,,1,-100006333,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,129931.857,99.0,622.0,13.257,99.0,98.2246,42.0096,14.5659161,0.0,0.64842,0.0111435,99.0
45882,Trichinella britovi,"",1,45882,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,111414.59999999999,100.0,528.0,11.254,100.0,90.5903,45.5095,13.5570078,0.0,0.55042,0.0,100.0
92179,Trichinella sp. T6,"",1,92179,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,9909.9,100.0,47.0,1.001,100.0,98.4596,35.9149,10.6148939,0.0,0.049,0.0,100.0
6336,Trichinella nelsoni,"",1,6336,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,3791.7000000000003,100.0,18.0,0.383,100.0,95.8222,35.9444,10.4222221,0.0,0.01876,0.0,100.0
6335,Trichinella nativa,"",1,6335,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1475.1,100.0,7.0,0.149,100.0,83.7143,45.2857,11.8142853,0.0,0.0073,0.0,100.0
92180,Trichinella sp. T8,"",1,92180,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,585.1126141641,46.5372317,6.0,0.127,46.5372317,90.9333,45.1667,14.5,0.0,0.00625,0.0002765,46.5372317
268475,Trichinella zimbabwensis,"",1,268475,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,207.9,100.0,1.0,0.021,100.0,81.4,43.0,10.1000004,0.0,0.00104,0.0,100.0
6337,Trichinella pseudospiralis,"",1,6337,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,-0.48983443740000004,-0.1178053,2.0,0.042,-0.1178053,91.1,45.5,15.75,0.0,0.00208,0.0781417,-0.1178053
9984,Oryctolagus,"",2,-100,9984,9979,Eukaryota,0,1198.0,25.534,100.0,99.325,138.879,81.6897659,0.0,279000.0,100.0,115.0,2.451,100.0,96.28,47.7478,17.5495644,0.0,0.11988,0.0,100.0
9986,Oryctolagus cuniculus,rabbit,1,9986,9984,9979,Eukaryota,0,1194.0,25.449,100.0,99.3461,138.927,81.7645111,0.0,279000.0,100.0,115.0,2.451,100.0,96.28,47.7478,17.5495644,0.0,0.11988,0.0,100.0
-100009984,Non-species-specific reads in genus Oryctolagus,,1,-100009984,9984,9979,Eukaryota,0,4.0,0.085,100.0,93.05,124.5,59.377243,0.0,850.0000000000001,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,1165.0,24.831,100.0,97.8784,140.804,80.0904694,0.0,248730.0,100.0,5.0,0.106,100.0,90.62,32.4,12.54,0.0,0.00521,0.0,100.0
