tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_r_pct,NR_rpm_bg,NR_maxzscore
33073,Zymobacter,"",2,-100,33073,28256,Bacteria,0,2455.0,25.343,99.0,97.0392,371.464,196.6451874,0.0,401870.403,5.57245,0.0231396,99.0,1517.0,15.66,99.0,92.0075,76.4305,162.1344452,0.0,3.44334,0.0150491,99.0
33074,Zymobacter palmae,"",1,33074,33073,28256,Bacteria,0,2455.0,25.343,99.0,97.0392,371.464,196.6451874,0.0,401870.403,5.57245,0.0231396,99.0,1517.0,15.66,99.0,92.0075,76.4305,162.1344452,0.0,3.44334,0.0150491,99.0
1299308,Quaranjavirus,"",2,-100,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,342110.0,,,100.0,3314.0,34.211,100.0,45.4122,686.064,252.8170776,0.0,7.52224,0.0,100.0
1608131,Wuhan Mosquito Virus 6,"",1,1608131,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,342110.0,,,100.0,3314.0,34.211,100.0,45.4122,686.064,252.8170776,0.0,7.52224,0.0,100.0
953,Wolbachia,"",2,-100,953,942,Bacteria,0,3383.0,34.923,99.0,98.9009,629.89,265.8036194,0.0,224710.49699999997,7.67886,0.0450411,99.0,1983.0,20.471,99.0,97.3647,52.53,59.9065437,0.0,4.50109,0.0317862,99.0
263437,Wolbachia endosymbiont of Culex quinquefasciatus,"",1,263437,953,942,Bacteria,0,2218.0,22.897,99.0,99.2006,742.131,269.1182861,0.0,224710.49699999997,5.0345,0.0028329,100.0,3.0,0.03,100.0,100.0,48.0,307.6526489,0.0,0.00681,0.0,100.0
307502,Wolbachia endosymbiont of Drosophila ananassae,"",1,307502,953,942,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,156619.98,,,99.0,1548.0,15.98,99.0,97.6755,43.0039,21.7582951,0.0,3.51371,0.0003155,99.0
77038,Wolbachia endosymbiont of Drosophila simulans,"",1,77038,953,942,Bacteria,0,656.0,6.772,99.0,98.0714,437.093,264.8901978,0.0,66565.48463136,1.48901,0.0070634,99.0,16.0,0.165,11.822016,95.402,59.0,207.6135559,0.0,0.03632,0.0019725,99.0
66084,Wolbachia sp. wRi,"",1,66084,953,942,Bacteria,0,386.0,3.984,99.0,99.2216,448.101,301.2857361,0.0,39047.184,0.87616,0.002566,99.0,0,0,-100,0.0,0.0,0.0,0.0,,,99.0
955,Wolbachia pipientis,"",1,955,953,942,Bacteria,0,4.0,0.041,1.7543664,99.825,149.5,89.7989197,0.0,35006.4919732176,0.00908,0.0039943,99.0,346.0,3.571,99.0,96.9673,95.2052,189.0982513,0.0,0.78536,0.0076381,99.0
1695167,Wolbachia endosymbiont of Mycopsylla fici,"",1,1695167,953,942,Bacteria,0,50.0,0.516,100.0,98.319,238.0,114.5833588,0.0,5108.400000000001,0.11349,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
546165,Wolbachia endosymbiont of Aedes aegypti,"",1,546165,953,942,Bacteria,0,20.0,0.206,100.0,96.6998,207.55,98.2041321,0.0,2039.3999999999999,0.0454,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
