tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_r_pct,NR_rpm_bg,NR_maxzscore
4107,Solanum,"",2,-100,4107,4070,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,43026566.418,99.0,190.0,4390.018,99.0,97.8943,404.063,304.4253845,0.0,10.95732,0.2863106,99.0
4081,Solanum lycopersicum,tomato,1,4081,4107,4070,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,43026566.418,99.0,190.0,4390.018,99.0,97.8943,404.063,304.4253845,0.0,10.95732,0.0640412,99.0
586,Providencia,"",2,-100,586,1903414,Bacteria,0,188.0,4343.807,99.0,99.778,1354.0,307.6526489,0.0,42573652.407,99.0,0,0,-100,0.0,0.0,0.0,0.0,,,99.0
587,Providencia rettgeri,"",1,587,586,1903414,Bacteria,0,188.0,4343.807,99.0,99.778,1354.0,307.6526489,0.0,42573652.407,99.0,0,0,-100,0.0,0.0,0.0,0.0,,,99.0
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,104.0,2402.957,100.0,99.8113,166.01,95.7387161,0.0,25415890.0,100.0,6.0,138.632,100.0,86.6833,41.0,307.6526489,0.0,0.34602,0.0,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,104.0,2402.957,100.0,99.8113,166.01,95.7387161,0.0,25415890.0,100.0,6.0,138.632,100.0,86.6833,41.0,307.6526489,0.0,0.34602,0.0,100.0
10088,Mus,"",2,-100,10088,10066,Eukaryota,0,69.0,1594.269,100.0,99.9299,1028.93,259.7512817,0.0,16404790.0,100.0,2.0,46.21,100.0,100.0,49.0,307.6526489,0.0,0.11534,0.0,100.0
10090,Mus musculus,house mouse,1,10090,10088,10066,Eukaryota,0,69.0,1594.269,100.0,99.9299,1028.93,259.7512817,0.0,16404790.0,100.0,2.0,46.21,100.0,100.0,49.0,307.6526489,0.0,0.11534,0.0,100.0
1298,Deinococcus,"",2,-100,1298,183710,Bacteria,0,226.0,5221.811,75.6565401,93.3655,875.389,294.9554138,0.0,15402258.527160553,75.6565401,49.0,1132.162,40.8156024,80.6294,108.898,82.5652771,0.0,2.82584,8.4687357,75.6565401
317577,Deinococcus ficus,"",1,317577,1298,183710,Bacteria,0,89.0,2056.377,99.0,89.831,1062.0,307.6526489,0.0,15402258.527160553,99.0,0,0,-100,0.0,0.0,0.0,0.0,,,99.0
2136097,Deinococcus rufus,"",1,2136097,1298,183710,Bacteria,0,67.0,1548.059,100.0,99.152,943.0,307.6526489,0.0,11712078.78106659,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
1299,Deinococcus radiodurans,"",1,1299,1298,183710,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,4294689.27509461,99.0,46.0,1062.846,99.0,79.853,112.804,67.8856659,0.0,2.65283,1.7654794,99.0
1182568,Deinococcus puniceus,"",1,1182568,1298,183710,Bacteria,0,58.0,1340.11,27.675134,92.0233,664.276,307.6526489,0.0,2805928.864764167,27.675134,0,0,-100,0.0,0.0,0.0,0.0,,,27.675134
401557,Deinococcus aeria,"",1,401557,1298,183710,Bacteria,0,2.0,46.21,100.0,99.65,150.0,89.7975006,0.0,349608.87180210004,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
