tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_r_pct,NR_rpm_bg,NR_maxzscore
1299308,Quaranjavirus,"",2,-100,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,412050.0,100.0,1412.0,41.263,100.0,45.8709,687.493,254.4081268,0.0,6.46579,0.0,100.0
1608131,Wuhan Mosquito Virus 6,"",1,1608131,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,412050.0,100.0,1410.0,41.205,100.0,45.8827,688.411,254.7689972,0.0,6.45664,0.0,100.0
1608129,Wuhan Mosquito Virus 4,"",1,1608129,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,580.0,100.0,2.0,0.058,100.0,37.5,40.0,0.0,0.0,0.00916,0.0,100.0
-200011270,Non-genus-specific reads in family Rhabdoviridae,,2,-100,-200011270,11270,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,87960.0,100.0,301.0,8.796,100.0,34.3134,38.1694,0.3971258,0.0,1.37833,0.0,100.0
2170211,Lasius neglectus virus 2,"",1,2170211,-200011270,11270,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,87960.0,100.0,301.0,8.796,100.0,34.3134,38.1694,0.3971258,0.0,1.37833,0.0,100.0
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,68.0,1.987,100.0,99.7924,158.235,93.0254593,0.0,20740.0,100.0,3.0,0.087,100.0,66.9247,43.6667,108.0825958,0.0,0.01374,0.0,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,68.0,1.987,100.0,99.7924,158.235,93.0254593,0.0,20740.0,100.0,3.0,0.087,100.0,66.9247,43.6667,108.0825958,0.0,0.01374,0.0,100.0
10088,Mus,"",2,-100,10088,10066,Eukaryota,0,43.0,1.256,100.0,99.9837,901.163,286.3081665,0.0,12560.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
10090,Mus musculus,house mouse,1,10090,10088,10066,Eukaryota,0,43.0,1.256,100.0,99.9837,901.163,286.3081665,0.0,12560.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
953,Wolbachia,"",2,-100,953,942,Bacteria,0,176.0,5.143,50.4808497,99.4027,321.318,191.6309204,0.0,9490.450224449702,50.4808497,80.0,2.337,17.4434965,93.2058,33.9875,63.2284966,0.0,0.36633,0.0317862,50.4808497
1695168,Wolbachia endosymbiont of Mycopsylla proxima,"",1,1695168,953,942,Bacteria,0,65.0,1.899,99.0,100.0,466.0,307.6526489,0.0,9490.450224449702,99.0,0,0,-100,0.0,0.0,0.0,0.0,,,99.0
66084,Wolbachia sp. wRi,"",1,66084,953,942,Bacteria,0,55.0,1.607,99.0,98.8886,284.291,144.5333862,0.0,8031.1498213221,99.0,0,0,-100,0.0,0.0,0.0,0.0,,,99.0
307502,Wolbachia endosymbiont of Drosophila ananassae,"",1,307502,953,942,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,3431.3625270045,99.0,68.0,1.987,99.0,92.1495,31.7059,20.09482,0.0,0.31138,0.0003155,99.0
