tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
10088,Mus,"",2,-100,10088,10066,Eukaryota,0,12.0,0.147,100.0,100.0,150.0,90.4814835,0.0,1470.0,0.89419,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
10090,Mus musculus,house mouse,1,10090,10088,10066,Eukaryota,0,12.0,0.147,100.0,100.0,150.0,90.4814835,0.0,1470.0,0.89419,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,9.0,0.11,100.0,99.3222,149.111,88.5071716,0.0,1100.0,0.67064,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,9.0,0.11,100.0,99.3222,149.111,88.5071716,0.0,1100.0,0.67064,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
109459,Spironema,"",2,-100,109459,137,Bacteria,0,10.0,0.123,100.0,97.43,147.9,83.8375244,0.0,730.0,0.74516,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
109460,Spironema culicis,"",1,109460,109459,137,Bacteria,0,6.0,0.073,100.0,96.3833,147.167,81.2325439,0.0,730.0,0.44709,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
797274,Spironema sp. BR231,"",1,797274,109459,137,Bacteria,0,4.0,0.049,100.0,99.0,149.0,87.7449875,0.0,490.0,0.29806,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
1980538,Orthophasmavirus,"",2,-100,1980538,1980417,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,120.0,,,100.0,1.0,0.012,100.0,52.1,48.0,6.5999999,0.0,100.0
1980543,Wuhan mosquito orthophasmavirus 1,"",1,1980543,1980538,1980417,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,120.0,,,100.0,1.0,0.012,100.0,52.1,48.0,6.5999999,0.0,100.0
1268272,Paraperlucidibaca,"",2,-100,1268272,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,120.0,,,100.0,1.0,0.012,100.0,83.7,49.0,12.5,0.0,100.0
748120,Paraperlucidibaca baekdonensis,"",1,748120,1268272,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,120.0,,,100.0,1.0,0.012,100.0,83.7,49.0,12.5,0.0,100.0
-200,All taxa with neither family nor genus classification,,2,-100,-200,-300,Uncategorized,0,9.0,0.11,-0.5404082,94.7111,138.444,72.9903641,0.0,0.9263688,0.67064,1004.6601563,-0.385987,9.0,0.11,-0.385987,88.6889,46.2222,14.6555557,0.0,-0.385987
1925502,Chuvirus Mos8Chu0,"",1,1925502,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,0.9263688,,,100.0,2.0,0.024,100.0,69.35,36.0,7.75,0.0,100.0
467060,Chlorarachniophyceae sp. P314,"",1,467060,-200,-300,Eukaryota,0,1.0,0.012,100.0,91.2,148.0,71.2839966,0.0,0.6484898400000001,0.07452,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
1618426,Candidatus Daviesbacteria bacterium GW2011_GWB1_36_5,"",1,1618426,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0036667423309188004,,,0.7916377,1.0,0.012,0.7916377,86.0,50.0,13.1000004,0.0,0.7916377
1262995,Firmicutes bacterium CAG:646,"",1,1262995,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0008017671013716001,,,-0.1730989,1.0,0.012,-0.1730989,98.0,49.0,18.2000008,0.0,-0.1730989
1802176,Spirochaetes bacterium GWB1_59_5,"",1,1802176,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0012904516553292002,,,-0.2786043,1.0,0.012,-0.2786043,75.5,49.0,12.5,0.0,-0.2786043
164851,uncultured soil bacterium,"",1,164851,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00457438597518,,,-0.24186,4.0,0.049,-0.24186,100.0,49.0,18.1499996,0.0,-0.24186
100272,uncultured eukaryote,"",1,100272,-200,-300,Eukaryota,0,2.0,0.024,-0.5094991,95.75,128.0,69.2891998,0.0,-0.00660809979678288,0.14903,13.1748028,-0.5094991,0,0,-100,0.0,0.0,0.0,0.0,-0.5094991
155900,uncultured organism,"",1,155900,-200,-300,Uncategorized,0,2.0,0.024,-0.5126972,91.2,121.0,55.583744,0.0,-0.00664957850392896,0.14903,20.8573017,-0.5126972,0,0,-100,0.0,0.0,0.0,0.0,-0.5126972
77133,uncultured bacterium,"",1,77133,-200,-300,Bacteria,0,4.0,0.049,-0.5320254,96.825,150.0,83.9708405,0.0,-0.014088033549645721,0.29806,733.6816406,-0.5320254,0,0,-100,0.0,0.0,0.0,0.0,-0.5320254
374,Bradyrhizobium,"",2,-100,374,41294,Bacteria,0,6.0,0.073,-0.3041022,91.85,133.833,64.1191101,0.0,0.72557112,0.44709,2430.9936523,-0.3023213,4.0,0.049,-0.3023213,96.775,47.75,15.6999998,0.0,-0.3023213
2133945,Bradyrhizobium sp. MOS004,"",1,2133945,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.72557112,,,100.0,2.0,0.024,100.0,96.95,49.0,16.5499992,0.0,100.0
29448,Bradyrhizobium elkanii,"",1,29448,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00112020090810012,,,-0.3087777,1.0,0.012,-0.3087777,100.0,49.0,17.2000008,0.0,-0.3087777
375,Bradyrhizobium japonicum,"",1,375,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00117443807489124,,,-0.3237279,1.0,0.012,-0.3237279,93.2,44.0,12.5,0.0,-0.3237279
2057741,Bradyrhizobium sp. SK17,"",1,2057741,374,41294,Bacteria,0,6.0,0.073,-0.2978507,91.85,133.833,64.1191101,0.0,-0.00661212487933242,0.44709,2155.4118652,-0.2978507,0,0,-100,0.0,0.0,0.0,0.0,-0.2978507
1883,Streptomyces,"",2,-100,1883,2062,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.56526156,,,-0.4710513,2.0,0.024,-0.4710513,93.9,45.0,14.1999998,0.0,-0.4710513
