tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_r_pct,NR_rpm_bg,NR_maxzscore
12137,Sobemovirus,"",2,-100,12137,2169577,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,10986170.0,100.0,107174.0,1098.617,100.0,84.0897,439.988,307.6440735,0.0,35.282,0.0,100.0
2315808,Yongsan sobemo-like virus 1,"",1,2315808,12137,2169577,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,10986170.0,100.0,107174.0,1098.617,100.0,84.0897,439.988,307.6440735,0.0,35.282,0.0,100.0
7174,Culex,"",2,-100,7174,7157,Eukaryota,0,7248.0,74.297,8.3450742,92.2496,431.0,175.593399,0.0,4738957.563347346,99.0,48061.0,492.663,99.0,50.6268,68.7461,38.4298363,0.0,15.82182,0.0298837,99.0
7176,Culex quinquefasciatus,southern house mosquito,1,7176,7174,7157,Eukaryota,0,2918.0,29.911,3.1710584,85.193,437.515,104.19664,0.0,4738957.563347346,99.0,47161.0,483.437,99.0,50.0458,69.1884,38.5172081,0.0,15.52554,0.0279299,99.0
7175,Culex pipiens,northern house mosquito,1,7175,7174,7157,Eukaryota,0,630.0,6.457,99.0,89.0875,248.581,82.7757263,0.0,95150.8942668306,99.0,894.0,9.164,99.0,81.1191,45.547,32.7002106,0.0,0.29431,0.0019538,99.0
7177,Culex tarsalis,"",1,7177,7174,7157,Eukaryota,0,3700.0,37.927,100.0,98.3531,456.922,247.7044525,0.0,32254.262918340006,100.0,6.0,0.061,100.0,73.8117,49.0,205.3863983,0.0,0.00198,0.0,100.0
7158,Aedes,"",2,-100,7158,7157,Eukaryota,0,192.0,1.968,11.7757816,84.8826,113.26,40.4588814,0.0,1812333.952642831,99.0,25926.0,265.761,99.0,46.576,210.115,62.0326195,0.0,8.53492,0.0746694,99.0
7160,Aedes albopictus,Asian tiger mosquito,1,7160,7158,7157,Eukaryota,0,92.0,0.943,99.0,84.0522,121.641,44.3380241,0.0,1812333.952642831,99.0,18028.0,184.801,99.0,46.1375,272.301,76.6955872,0.0,5.93487,0.06689,99.0
7159,Aedes aegypti,yellow fever mosquito,1,7159,7158,7157,Eukaryota,0,100.0,1.025,25.917284,85.6466,105.55,36.8900719,0.0,793801.7861829504,99.0,7898.0,80.96,99.0,47.577,68.1688,28.5628834,0.0,2.60004,0.0077793,99.0
-200011270,Non-genus-specific reads in family Rhabdoviridae,,2,-100,-200011270,11270,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,1665340.0,100.0,16246.0,166.534,100.0,30.505,1918.53,307.084137,0.0,5.34823,0.0,100.0
