tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,9.0,5836.575,100.0,99.8444,150.0,90.1774902,0.0,58365750.0,14.0625,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,9.0,5836.575,100.0,99.8444,150.0,90.1774902,0.0,58365750.0,14.0625,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
10088,Mus,"",2,-100,10088,10066,Eukaryota,0,5.0,3242.542,100.0,99.72,148.6,88.9790421,0.0,32425420.0,7.8125,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
10090,Mus musculus,house mouse,1,10090,10088,10066,Eukaryota,0,5.0,3242.542,100.0,99.72,148.6,88.9790421,0.0,32425420.0,7.8125,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
5021,Leptosphaeria,"",2,-100,5021,34374,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,19244170.57536015,,,86.1315732,4.0,2594.033,86.1315732,90.875,49.25,17.5499992,0.0,86.1315732
5022,Leptosphaeria maculans,blackleg of rapeseed fungus,1,5022,5021,34374,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,19244170.57536015,,,86.1313633,4.0,2594.033,86.1313633,90.875,49.25,17.5499992,0.0,86.1313633
1692042,Sulfurifustis,"",2,-100,1692042,1692041,Bacteria,0,2.0,1297.016,99.0,82.05,142.0,50.025795,0.0,12712053.816000002,3.125,0.5323056,99.0,0,0,-100,0.0,0.0,0.0,0.0,99.0
1675686,Sulfurifustis variabilis,"",1,1675686,1692042,1692041,Bacteria,0,2.0,1297.016,99.0,82.05,142.0,50.025795,0.0,12712053.816000002,3.125,0.5323056,99.0,0,0,-100,0.0,0.0,0.0,0.0,99.0
1542259,Oropus,"",2,-100,1542259,29026,Eukaryota,0,2.0,1297.016,99.0,100.0,150.0,90.4814835,0.0,12712053.816000002,3.125,0.0068286,99.0,0,0,-100,0.0,0.0,0.0,0.0,99.0
1542260,Oropus castaneus,"",1,1542260,1542259,29026,Eukaryota,0,2.0,1297.016,99.0,100.0,150.0,90.4814835,0.0,12712053.816000002,3.125,0.0068286,99.0,0,0,-100,0.0,0.0,0.0,0.0,99.0
3511,Quercus,"",2,-100,3511,3503,Eukaryota,0,2.0,1297.016,99.0,99.65,149.0,89.1131058,0.0,12712053.816000002,3.125,3.9223933,99.0,0,0,-100,0.0,0.0,0.0,0.0,99.0
