tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,76.0,0.886,100.0,99.566,166.171,95.0864105,0.0,8860.0,3.93782,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,76.0,0.886,100.0,99.566,166.171,95.0864105,0.0,8860.0,3.93782,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
407091,Plectosphaera,"",2,-100,407091,-300,Eukaryota,0,20.0,0.233,100.0,98.6283,281.5,139.0839844,0.0,2330.0,1.03627,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
407092,Plectosphaera eucalypti,"",1,407092,407091,-300,Eukaryota,0,20.0,0.233,100.0,98.6283,281.5,139.0839844,0.0,2330.0,1.03627,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
10088,Mus,"",2,-100,10088,10066,Eukaryota,0,16.0,0.186,100.0,100.0,197.5,110.2031631,0.0,1860.0,0.82902,0.0,100.0,4.0,0.046,100.0,49.9997,44.0,77.2198639,0.0,100.0
10090,Mus musculus,house mouse,1,10090,10088,10066,Eukaryota,0,16.0,0.186,100.0,100.0,197.5,110.2031631,0.0,1860.0,0.82902,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
10089,Mus caroli,Ryukyu mouse,1,10089,10088,10066,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,460.0,,,100.0,4.0,0.046,100.0,49.9997,44.0,77.2198639,0.0,100.0
10035,Mesocricetus,"",2,-100,10035,337677,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1739.9999999999998,,,100.0,15.0,0.174,100.0,45.7971,21.0667,20.1798649,0.0,100.0
10036,Mesocricetus auratus,golden hamster,1,10036,10035,337677,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1739.9999999999998,,,100.0,15.0,0.174,100.0,45.7971,21.0667,20.1798649,0.0,100.0
43395,Adrama,"",2,-100,43395,7211,Eukaryota,0,12.0,0.139,100.0,100.0,305.0,158.7772827,0.0,1390.0000000000002,0.62176,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
166493,Adrama apicalis,"",1,166493,43395,7211,Eukaryota,0,12.0,0.139,100.0,100.0,305.0,158.7772827,0.0,1390.0000000000002,0.62176,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
5024,Venturia,"",2,-100,5024,5023,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,810.0,,,100.0,7.0,0.081,100.0,46.8123,25.1429,43.9607811,0.0,100.0
5025,Venturia inaequalis,"",1,5025,5024,5023,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,810.0,,,100.0,7.0,0.081,100.0,46.8123,25.1429,43.9607811,0.0,100.0
184027,Golovinomyces,"",2,-100,184027,34371,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,690.0000000000001,,,100.0,6.0,0.069,100.0,55.9827,37.6667,103.3315506,0.0,100.0
62708,Golovinomyces cichoracearum,"",1,62708,184027,34371,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,690.0000000000001,,,100.0,6.0,0.069,100.0,55.9827,37.6667,103.3315506,0.0,100.0
5100,Amorphotheca,"",2,-100,5100,37240,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,690.0000000000001,,,100.0,6.0,0.069,100.0,72.011,18.0,51.1723595,0.0,100.0
5101,Amorphotheca resinae,creosote fungus,1,5101,5100,37240,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,690.0000000000001,,,100.0,6.0,0.069,100.0,72.011,18.0,51.1723595,0.0,100.0
1379869,Phialophora,"",2,-100,1379869,-300,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,580.0,,,100.0,5.0,0.058,100.0,44.2864,33.6,61.6237869,0.0,100.0
2005443,Phialophora cf. hyalina BP 5553,"",1,2005443,1379869,-300,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,580.0,,,100.0,5.0,0.058,100.0,44.2864,33.6,61.6237869,0.0,100.0
7185,Rhynchosciara,"",2,-100,7185,7184,Eukaryota,0,2.0,0.023,100.0,91.1,136.0,64.4586105,0.0,460.0,0.10363,0.0,100.0,2.0,0.023,100.0,84.55,49.0,307.6526489,0.0,100.0
7186,Rhynchosciara americana,"",1,7186,7185,7184,Eukaryota,0,2.0,0.023,100.0,91.1,136.0,64.4586105,0.0,460.0,0.10363,0.0,100.0,2.0,0.023,100.0,84.55,49.0,307.6526489,0.0,100.0
5357,Lentinus,"",2,-100,5357,5317,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,460.0,,,100.0,4.0,0.046,100.0,54.237,59.0,15.8477116,0.0,100.0
5365,Lentinus tigrinus,"",1,5365,5357,5317,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,460.0,,,100.0,4.0,0.046,100.0,54.237,59.0,15.8477116,0.0,100.0
9611,Canis,"",2,-100,9611,9608,Eukaryota,0,3.0,0.034,100.0,87.0333,106.333,42.8506889,0.0,450.0,0.15544,0.0,100.0,1.0,0.011,100.0,100.0,39.0,307.6526489,0.0,100.0
9612,Canis lupus,gray wolf,1,9612,9611,9608,Eukaryota,0,3.0,0.034,100.0,87.0333,106.333,42.8506889,0.0,450.0,0.15544,0.0,100.0,1.0,0.011,100.0,100.0,39.0,307.6526489,0.0,100.0
215251,Meira,"",2,-100,215251,190068,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,340.0,,,100.0,3.0,0.034,100.0,54.1667,26.6667,102.5232925,0.0,100.0
1280837,Meira miltonrushii,"",1,1280837,215251,190068,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,340.0,,,100.0,3.0,0.034,100.0,54.1667,26.6667,102.5232925,0.0,100.0
1508231,Zetiasplozna,"",2,-100,1508231,1910953,Eukaryota,0,2.0,0.023,100.0,99.3,150.0,89.1135101,0.0,230.0,0.10363,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
1508232,Zetiasplozna acaciae,"",1,1508232,1508231,1910953,Eukaryota,0,2.0,0.023,100.0,99.3,150.0,89.1135101,0.0,230.0,0.10363,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
9596,Pan,chimpanzees,2,-100,9596,9604,Eukaryota,0,2.0,0.023,100.0,99.3,150.0,89.1135101,0.0,230.0,0.10363,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
