tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_r_pct,NR_rpm_bg,NR_maxzscore
7174,Culex,"",2,-100,7174,7157,Eukaryota,0,7594.0,97.592,11.0618709,86.4835,339.623,109.4017258,0.0,12959026.443943398,4.08671,2.7426937,99.0,103446.0,1329.417,99.0,39.6789,88.7543,29.4663754,0.0,55.6694,0.0298837,99.0
7176,Culex quinquefasciatus,southern house mosquito,1,7176,7174,7157,Eukaryota,0,6332.0,81.374,9.1756752,85.2398,323.216,91.8673096,0.0,12959026.443943398,3.40756,2.7332158,99.0,102820.0,1321.372,99.0,39.4784,88.4501,29.1526928,0.0,55.33252,0.0279299,99.0
7175,Culex pipiens,northern house mosquito,1,7175,7174,7157,Eukaryota,0,475.0,6.104,99.0,85.5514,456.082,130.7062225,0.0,82760.0063373864,0.25562,0.0081413,99.0,604.0,7.762,99.0,72.1121,137.904,80.4802094,0.0,0.32504,0.0019538,99.0
42428,Culex erythrothorax,"",1,42428,7174,7157,Eukaryota,0,766.0,9.844,100.0,97.2815,404.943,240.6125946,0.0,10889.30571396,0.41222,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
7177,Culex tarsalis,"",1,7177,7174,7157,Eukaryota,0,10.0,0.128,100.0,87.6167,208.4,66.4842911,0.0,2171.09194752,0.00538,0.0,100.0,16.0,0.205,100.0,84.7545,157.625,90.1849747,0.0,0.00861,0.0,100.0
42429,Culex nigripalpus,"",1,42429,7174,7157,Eukaryota,0,6.0,0.077,100.0,91.44,514.0,307.6526489,0.0,847.4764059299999,0.00323,0.0,100.0,6.0,0.077,100.0,90.058,171.0,107.6439743,0.0,0.00323,0.0,100.0
7178,Culex tritaeniorhynchus,"",1,7178,7174,7157,Eukaryota,0,3.0,0.038,100.0,85.1667,138.0,53.9376907,0.0,42.035109420000005,0.00161,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
308723,Culex nigropunctatus,"",1,308723,7174,7157,Eukaryota,0,2.0,0.025,1.9203424,90.9,44.0,12.7958803,0.0,0.5310644928149041,0.00108,0.0013366,1.9203424,0,0,-100,0.0,0.0,0.0,0.0,,,1.9203424
270857,Neodiprion,"",2,-100,270857,52632,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1523555.6490000002,,,99.0,12096.0,155.449,99.0,42.1798,262.442,63.4312744,0.0,6.50946,0.0066364,99.0
441921,Neodiprion lecontei,redheaded pine sawfly,1,441921,270857,52632,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1523555.6490000002,,,99.0,12096.0,155.449,99.0,42.1798,262.442,63.4312744,0.0,6.50946,0.0066364,99.0
7158,Aedes,"",2,-100,7158,7157,Eukaryota,0,283.0,3.636,22.0762448,84.6606,128.908,45.2024117,0.0,1373539.3437903984,0.1523,0.0610951,99.0,16076.0,206.597,99.0,52.5639,270.749,92.2198563,0.0,8.65129,0.0746694,99.0
7160,Aedes albopictus,Asian tiger mosquito,1,7160,7158,7157,Eukaryota,0,157.0,2.017,99.0,84.4777,138.268,48.7876778,0.0,1373539.3437903984,0.08449,0.0013622,99.0,10870.0,139.693,99.0,49.0389,352.81,109.164093,0.0,5.84968,0.06689,99.0
7159,Aedes aegypti,yellow fever mosquito,1,7159,7158,7157,Eukaryota,0,126.0,1.619,41.0123156,84.8884,117.246,40.735054,0.0,657182.1422308618,0.06781,0.0051368,99.0,5206.0,66.903,99.0,59.924,99.4066,56.8407135,0.0,2.80161,0.0077793,99.0
7164,Anopheles,"",2,-100,7164,7157,Eukaryota,0,30.0,0.385,3.6250837,83.79,124.433,45.3079681,0.0,116636.95937425533,0.01614,0.0190841,99.0,2262.0,29.069,99.0,49.447,46.6194,17.1221066,0.0,1.21729,0.0071156,99.0
7165,Anopheles gambiae,African malaria mosquito,1,7165,7164,7157,Eukaryota,0,30.0,0.385,3.6250837,83.79,124.433,45.3079681,0.0,116636.95937425533,0.01614,0.0190841,99.0,926.0,11.9,99.0,61.4905,48.2592,21.3052464,0.0,0.49833,0.0042246,99.0
43151,Anopheles darlingi,"",1,43151,7164,7157,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,115749.81,,,99.0,919.0,11.81,99.0,39.322,45.8672,11.1605577,0.0,0.49456,0.0012993,99.0
74873,Anopheles sinensis,"",1,74873,7164,7157,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,52513.757999999994,,,99.0,417.0,5.358,99.0,45.0168,44.6355,20.9712067,0.0,0.22441,0.0015917,99.0
7212,Ceratitis,"",2,-100,7212,7211,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,11692.10670890228,,,73.167812,170.0,2.184,73.167812,36.1396,124.259,16.2702503,0.0,0.09149,0.0063372,73.167812
7213,Ceratitis capitata,Mediterranean fruit fly,1,7213,7212,7211,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,11692.10670890228,,,73.167812,170.0,2.184,73.167812,36.1396,124.259,16.2702503,0.0,0.09149,0.0063372,73.167812
190765,Ochlerotatus,"",2,-100,190765,7157,Eukaryota,0,1.0,0.012,2.7439106,83.8,136.0,50.7212448,0.0,9120.184268518176,0.00054,0.0004563,100.0,71.0,0.912,100.0,93.9587,143.549,100.0362549,0.0,0.03821,0.0,100.0
329105,Ochlerotatus taeniorhynchus,"",1,329105,190765,7157,Eukaryota,0,1.0,0.012,5.5962865,83.8,136.0,50.7212448,0.0,9120.184268518176,0.00054,0.0002282,100.0,71.0,0.912,100.0,93.9587,143.549,100.0362549,0.0,0.03821,0.0,100.0
1980421,Phasivirus,"",2,-100,1980421,1980418,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,6810.000000000001,,,100.0,54.0,0.693,100.0,52.4995,159.537,48.2841187,0.0,0.02906,0.0,100.0
1980610,Phasi Charoen-like phasivirus,"",1,1980610,1980421,1980418,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,6810.000000000001,,,100.0,53.0,0.681,100.0,52.1297,161.736,43.3903732,0.0,0.02852,0.0,100.0
1980609,Badu phasivirus,"",1,1980609,1980421,1980418,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,120.0,,,100.0,1.0,0.012,100.0,72.1,43.0,307.6526489,0.0,0.00054,0.0,100.0
-200011270,Non-genus-specific reads in family Rhabdoviridae,,2,-100,-200011270,11270,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,6680.0,,,100.0,53.0,0.681,100.0,47.8686,177.113,76.134903,0.0,0.02852,0.0,100.0
1608134,Wuhan Mosquito Virus 9,"",1,1608134,-200011270,11270,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,6680.0,,,100.0,52.0,0.668,100.0,47.5065,179.596,71.6826401,0.0,0.02798,0.0,100.0
2125980,Grenada mosquito rhabdovirus 1,"",1,2125980,-200011270,11270,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,120.0,,,100.0,1.0,0.012,100.0,66.7,48.0,307.6526489,0.0,0.00054,0.0,100.0
8009,Esox,"",2,-100,8009,8008,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,5390.0,,,100.0,42.0,0.539,100.0,35.2214,36.2381,6.6024528,0.0,0.0226,0.0,100.0
8010,Esox lucius,northern pike,1,8010,8009,8008,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,5390.0,,,100.0,42.0,0.539,100.0,35.2214,36.2381,6.6024528,0.0,0.0226,0.0,100.0
7101,Heliothis,"",2,-100,7101,7100,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,5140.0,,,100.0,40.0,0.514,100.0,38.2153,159.875,15.0347509,0.0,0.02153,0.0,100.0
7102,Heliothis virescens,tobacco budworm,1,7102,7101,7100,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,5140.0,,,100.0,40.0,0.514,100.0,38.2153,159.875,15.0347509,0.0,0.02153,0.0,100.0
-200,All taxa with neither family nor genus classification,,2,-100,-200,-300,Uncategorized,0,71570.0,919.768,-0.0456686,91.6396,1137.82,62.4941139,0.0,4123.620225909999,38.51535,1004.6601563,-0.0456686,9968.0,128.101,-0.2906323,94.4157,2402.28,299.4954529,0.0,5.36427,518.2056274,-0.0456686
1923335,Hubei virga-like virus 2,"",1,1923335,-200,-300,Viruses,0,62981.0,809.388,100.0,90.999,206.234,29.1696644,0.0,4123.620225909999,33.89319,0.0,100.0,1144.0,14.701,100.0,94.3173,1977.59,304.4263916,0.0,0.61564,0.0,100.0
2079148,Culex pipiens associated Tunisia virus,"",1,2079148,-200,-300,Viruses,0,8558.0,109.981,100.0,96.3352,7997.08,307.622406,0.0,3777.86823004,4.60548,0.0,100.0,8770.0,112.706,100.0,94.7245,2472.11,300.249176,0.0,4.71957,0.0,100.0
1075826,dsRNA virus environmental sample,"",1,1075826,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,5.95796215,,,100.0,16.0,0.205,100.0,35.3165,55.75,4.3395844,0.0,0.00861,0.0,100.0
1923298,Hubei toti-like virus 10,"",1,1923298,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,4.47573742,,,100.0,12.0,0.154,100.0,40.7534,78.3333,10.7112703,0.0,0.00646,0.0,100.0
1903426,Bolahun virus variant 1,"",1,1903426,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,3.34227145,,,100.0,9.0,0.115,100.0,33.3976,55.6667,34.1021309,0.0,0.00484,0.0,100.0
1795439,Kaiowa virus,"",1,1795439,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,2.58662747,,,100.0,7.0,0.089,100.0,55.7486,43.7143,132.205307,0.0,0.00377,0.0,100.0
1608133,Wuhan Mosquito Virus 8,"",1,1608133,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,0.7265807500000001,,,100.0,2.0,0.025,100.0,62.963,54.0,15.1408615,0.0,0.00108,0.0,100.0
1758883,Imjin River virus 1,"",1,1758883,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,0.34875876,,,100.0,1.0,0.012,100.0,79.6,49.0,307.6526489,0.0,0.00054,0.0,100.0
1795437,Guato virus,"",1,1795437,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,0.34875876,,,100.0,1.0,0.012,100.0,72.9,48.0,307.6526489,0.0,0.00054,0.0,100.0
748605,Dothideomycetes sp. TRN 44,"",1,748605,-200,-300,Eukaryota,0,2.0,0.025,100.0,94.15,118.5,59.3874741,0.0,0.11417149999999998,0.00108,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
1321892,Helotiales sp. 79 OA-2013,"",1,1321892,-200,-300,Eukaryota,0,2.0,0.025,0.5544822,92.0,150.0,74.0177307,0.0,0.000633060644973,0.00108,0.0057438,0.5544822,0,0,-100,0.0,0.0,0.0,0.0,,,0.5544822
115547,uncultured archaeon,"",1,115547,-200,-300,Archaea,0,2.0,0.025,-0.3588577,99.65,150.0,89.7975006,0.0,-0.0004097132189555,0.00108,0.2399274,-0.3588577,0,0,-100,0.0,0.0,0.0,0.0,,,-0.3588577
164851,uncultured soil bacterium,"",1,164851,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0010260517595076,,,-0.294201,1.0,0.012,-0.294201,100.0,50.0,307.6526489,0.0,0.00054,0.2199716,-0.294201
1941207,Entomoplasmatales bacterium EntAcro1,"",1,1941207,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0012666757734170401,,,-0.3631954,1.0,0.012,-0.3631954,77.6,49.0,307.6526489,0.0,0.00054,3.1479847,-0.3631954
1701325,uncultured bacterium 5G12,"",1,1701325,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0013931283758590802,,,-0.3994533,1.0,0.012,-0.3994533,71.4,49.0,307.6526489,0.0,0.00054,4.9106598,-0.3994533
175245,uncultured fungus,"",1,175245,-200,-300,Eukaryota,0,9.0,0.115,-0.3387656,94.493,304.0,131.3324432,0.0,-0.0017791593282184,0.00484,47.8310699,-0.3387656,0,0,-100,0.0,0.0,0.0,0.0,,,-0.3387656
77133,uncultured bacterium,"",1,77133,-200,-300,Bacteria,0,16.0,0.205,-0.5319123,98.3938,141.25,81.766861,0.0,-0.010982150255588581,0.00861,733.6816406,-0.5319123,3.0,0.038,-0.5434932,77.0,39.3333,307.6526489,0.0,0.00161,59.0300446,-0.5319123
953,Wolbachia,"",2,-100,953,942,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,3644.7401827199997,,,25.3282848,263.0,3.379,25.3282848,41.7886,52.4829,3.4234188,0.0,0.14153,0.0317862,25.3282848
263437,Wolbachia endosymbiont of Culex quinquefasciatus,"",1,263437,953,942,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,3644.7401827199997,,,100.0,112.0,1.439,100.0,38.2266,41.9107,0.3838371,0.0,0.06027,0.0,100.0
955,Wolbachia pipientis,"",1,955,953,942,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,2855.542641437557,,,58.1140495,151.0,1.94,58.1140495,44.4306,60.3245,5.6779432,0.0,0.08126,0.0076381,58.1140495
300110,Temnothorax,"",2,-100,300110,36668,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,3590.0,,,100.0,28.0,0.359,100.0,46.6569,26.6786,1.5396481,0.0,0.01507,0.0,100.0
300111,Temnothorax curvispinosus,"",1,300111,300110,36668,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,3590.0,,,100.0,28.0,0.359,100.0,46.6569,26.6786,1.5396481,0.0,0.01507,0.0,100.0
143949,Sipha,"",2,-100,143949,27482,Eukaryota,0,26.0,0.334,100.0,83.0769,117.115,40.4274292,0.0,3340.0,0.01399,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
143950,Sipha flava,yellow sugarcane aphid,1,143950,143949,27482,Eukaryota,0,26.0,0.334,100.0,83.0769,117.115,40.4274292,0.0,3340.0,0.01399,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
9360,Dasypus,"",2,-100,9360,9359,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,3340.0,,,100.0,26.0,0.334,100.0,37.4625,36.8077,-0.3498837,0.0,0.01399,0.0,100.0
9361,Dasypus novemcinctus,nine-banded armadillo,1,9361,9360,9359,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,3340.0,,,100.0,26.0,0.334,100.0,37.4625,36.8077,-0.3498837,0.0,0.01399,0.0,100.0
1884455,Anphevirus,"",2,-100,1884455,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,3080.0,,,100.0,25.0,0.321,100.0,46.8702,66.68,26.986084,0.0,0.01345,0.0,100.0
2059675,Aedes aegypti anphevirus,"",1,2059675,1884455,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,3080.0,,,100.0,24.0,0.308,100.0,46.444,67.4167,15.2916431,0.0,0.01292,0.0,100.0
1884460,Xincheng anphevirus,"",1,1884460,1884455,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,120.0,,,100.0,1.0,0.012,100.0,57.1,49.0,307.6526489,0.0,0.00054,0.0,100.0
345571,Melanaphis,"",2,-100,345571,27482,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,2950.0,,,100.0,23.0,0.295,100.0,41.379,29.0,-0.8325089,0.0,0.01238,0.0,100.0
742174,Melanaphis sacchari,"",1,742174,345571,27482,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,2950.0,,,100.0,23.0,0.295,100.0,41.379,29.0,-0.8325089,0.0,0.01238,0.0,100.0
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,18.0,0.231,100.0,99.8394,511.333,258.8731079,0.0,2310.0,0.00969,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,18.0,0.231,100.0,99.8394,511.333,258.8731079,0.0,2310.0,0.00969,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
7215,Drosophila,fruit flies,2,-100,7215,7214,Eukaryota,0,31.0,0.398,-0.2620278,84.8226,111.065,40.3221321,0.0,2167.489099326694,0.01668,1.3967942,7.1326384,697.0,8.957,7.1326384,41.6765,32.0646,9.7035732,0.0,0.37509,0.4960788,7.1326384
30019,Drosophila busckii,"",1,30019,7215,7214,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,2167.489099326694,,,47.7728685,495.0,6.361,47.7728685,41.7017,28.8828,1.2272489,0.0,0.26638,0.0152782,47.7728685
7266,Drosophila guanche,"",1,7266,7215,7214,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,210.41283280000002,,,100.0,23.0,0.295,100.0,47.5265,22.5652,12.9603024,0.0,0.01238,0.0,100.0
7227,Drosophila melanogaster,fruit fly,1,7227,7215,7214,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,111.87073181113335,,,12.092784,101.0,1.297,12.092784,39.9672,41.0495,21.1609726,0.0,0.05435,0.0363883,12.092784
7244,Drosophila virilis,"",1,7244,7215,7214,Eukaryota,0,1.0,0.012,0.2255166,86.3,95.0,35.1023712,0.0,34.19888176539994,0.00054,0.0053144,11.308027,33.0,0.424,11.308027,35.7345,48.8788,0.7136201,0.0,0.01776,0.0060118,11.308027
30025,Drosophila ficusphila,"",1,30025,7215,7214,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,20.39601290755289,,,14.8933996,15.0,0.192,14.8933996,38.4224,38.8667,20.4873981,0.0,0.00807,0.0015304,14.8933996
7217,Drosophila ananassae,"",1,7217,7215,7214,Eukaryota,0,3.0,0.038,2.0861795,87.1667,78.3333,26.5300198,0.0,19.35226695443507,0.00161,0.0018781,26.5714379,8.0,0.102,26.5714379,32.258,62.0,0.7447275,0.0,0.00431,0.0005635,26.5714379
29030,Drosophila takahashii,"",1,29030,7215,7214,Eukaryota,0,1.0,0.012,0.317795,81.5,124.0,41.1674919,0.0,0.6315412126669323,0.00054,0.0036885,1.1480824,6.0,0.077,1.1480824,63.2307,25.8333,102.4334946,0.0,0.00323,0.0101622,1.1480824
7274,Drosophila serrata,"",1,7274,7215,7214,Eukaryota,0,1.0,0.012,0.2738365,84.4,96.0,33.0409584,0.0,0.46753019870660045,0.00054,0.0046743,0.849705,6.0,0.077,0.849705,69.0,23.5,307.6526489,0.0,0.00323,0.0110241,0.849705
42026,Drosophila bipectinata,"",1,42026,7215,7214,Eukaryota,0,1.0,0.012,100.0,87.6,113.0,46.0087738,0.0,0.31443336,0.00054,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
7222,Drosophila grimshawi,"",1,7222,7215,7214,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,0.29278143404952767,,,0.4024326,8.0,0.102,0.4024326,37.9206,37.5,38.4895554,0.0,0.00431,0.0264319,0.4024326
7234,Drosophila persimilis,"",1,7234,7215,7214,Eukaryota,0,3.0,0.038,0.3294893,85.7,84.0,29.0,0.0,0.15123349553891124,0.00161,0.0117028,1.7285884,1.0,0.012,1.7285884,100.0,49.0,307.6526489,0.0,0.00054,0.0007085,1.7285884
1041015,Drosophila rhopaloa,"",1,1041015,7215,7214,Eukaryota,0,5.0,0.064,4.3305684,85.36,121.0,46.252224,0.0,0.07262267587849727,0.00269,0.0026743,4.3305684,0,0,-100,0.0,0.0,0.0,0.0,,,4.3305684
7237,Drosophila pseudoobscura,"",1,7237,7215,7214,Eukaryota,0,2.0,0.025,9.7191138,85.7,84.0,29.0,0.0,0.063666950174091,0.00108,0.0002759,9.7191138,0,0,-100,0.0,0.0,0.0,0.0,,,9.7191138
7240,Drosophila simulans,"",1,7240,7215,7214,Eukaryota,0,2.0,0.025,1.0999315,85.3,146.5,58.5892448,0.0,0.036864409690317304,0.00108,0.002244,1.0999315,1.0,0.012,0.3465185,66.0,50.0,307.6526489,0.0,0.00054,0.0041999,1.0999315
30023,Drosophila elegans,"",1,30023,7215,7214,Eukaryota,0,4.0,0.051,2.2831936,83.3,118.5,41.5378609,0.0,0.03051126999508608,0.00215,0.0034102,2.2831936,0,0,-100,0.0,0.0,0.0,0.0,,,2.2831936
7238,Drosophila sechellia,"",1,7238,7215,7214,Eukaryota,0,2.0,0.025,1.8134744,83.5,109.0,37.1109238,0.0,0.011879517684708,0.00108,0.0021018,1.8134744,0,0,-100,0.0,0.0,0.0,0.0,,,1.8134744
28584,Drosophila suzukii,"",1,28584,7215,7214,Eukaryota,0,1.0,0.012,1.8391901,84.8,145.0,56.886055,0.0,0.0057830272282173596,0.00054,0.0006683,1.8391901,0,0,-100,0.0,0.0,0.0,0.0,,,1.8391901
