tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_r_pct,NR_rpm_bg,NR_maxzscore
144051,Cripavirus,"",2,-100,144051,232795,Viruses,0,227.0,5.9,99.0,96.983,7061.0,307.6526489,0.0,58410.0,14.34893,0.0041461,99.0,14.0,0.363,10.7024987,36.4424,31.0,-0.4179883,0.0,0.88496,0.0071973,99.0
2005444,Aphis glycines virus 3,"",1,2005444,144051,232795,Viruses,0,227.0,5.9,100.0,96.983,7061.0,307.6526489,0.0,58410.0,14.34893,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
66834,Rhopalosiphum padi virus,"",1,66834,144051,232795,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,58.650297644234534,,,15.0965744,14.0,0.363,15.0965744,36.4424,31.0,-0.4179883,0.0,0.88496,0.0031158,15.0965744
-200011270,Non-genus-specific reads in family Rhabdoviridae,,2,-100,-200011270,11270,Viruses,0,42.0,1.091,100.0,98.3076,260.905,148.4561768,0.0,18700.0,2.65487,0.0,100.0,39.0,1.013,100.0,98.812,87.1026,191.8774872,0.0,2.46523,0.0,100.0
1803034,Merida virus,"",1,1803034,-200011270,11270,Viruses,0,39.0,1.013,100.0,98.3312,269.436,153.2320251,0.0,18700.0,2.46523,0.0,100.0,33.0,0.857,100.0,98.5961,87.4242,191.4998322,0.0,2.08597,0.0,100.0
2304515,Culex rhabdovirus,"",1,2304515,-200011270,11270,Viruses,0,3.0,0.077,100.0,98.0,150.0,86.370018,0.0,2320.0,0.18963,0.0,100.0,6.0,0.155,100.0,100.0,85.3333,193.9545746,0.0,0.37927,0.0,100.0
10088,Mus,"",2,-100,10088,10066,Eukaryota,0,35.0,0.909,100.0,99.9229,981.6,295.0862122,0.0,9090.0,2.21239,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
10090,Mus musculus,house mouse,1,10090,10088,10066,Eukaryota,0,35.0,0.909,100.0,99.9229,981.6,295.0862122,0.0,9090.0,2.21239,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,30.0,0.779,100.0,99.7033,149.9,89.8200378,0.0,7790.0,1.89633,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,30.0,0.779,100.0,99.7033,149.9,89.8200378,0.0,7790.0,1.89633,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
59537,Pantholops,"",2,-100,59537,9895,Eukaryota,0,2.0,0.051,100.0,100.0,150.0,90.4814835,0.0,1019.9999999999999,0.12642,0.0,100.0,2.0,0.051,100.0,100.0,49.0,307.6526489,0.0,0.12642,0.0,100.0
59538,Pantholops hodgsonii,chiru,1,59538,59537,9895,Eukaryota,0,2.0,0.051,100.0,100.0,150.0,90.4814835,0.0,1019.9999999999999,0.12642,0.0,100.0,2.0,0.051,100.0,100.0,49.0,307.6526489,0.0,0.12642,0.0,100.0
5193,Morchella,"",2,-100,5193,5192,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,770.0,,,100.0,3.0,0.077,100.0,50.6947,49.6667,102.8548431,0.0,0.18963,0.0,100.0
5194,Morchella conica,"",1,5194,5193,5192,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,770.0,,,100.0,3.0,0.077,100.0,50.6947,49.6667,102.8548431,0.0,0.18963,0.0,100.0
-200,All taxa with neither family nor genus classification,,2,-100,-200,-300,Uncategorized,0,87.0,2.261,-0.539251,94.6117,923.161,247.7553101,0.0,383.91530496000007,5.49937,1004.6601563,-0.3795233,338.0,8.786,-0.3795233,95.8145,1225.58,262.8833008,0.0,21.36536,518.2056274,-0.3795233
1923736,Wuhan insect virus 33,"",1,1923736,-200,-300,Viruses,0,67.0,1.741,100.0,97.3269,1084.97,291.1086121,0.0,383.91530496000007,4.23515,0.0,100.0,294.0,7.642,100.0,99.0035,1391.42,283.2658997,0.0,18.58407,0.0,100.0
1922926,Hubei mosquito virus 2,"",1,1922926,-200,-300,Viruses,0,18.0,0.467,100.0,83.9061,406.778,103.8595505,0.0,54.74788677000001,1.1378,0.0,100.0,30.0,0.779,100.0,80.3794,146.5,111.3223953,0.0,1.89633,0.0,100.0
2315803,Yongsan bunyavirus 1,"",1,2315803,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,11.803174630000001,,,100.0,12.0,0.311,100.0,55.849,57.8333,134.9505615,0.0,0.75853,0.0,100.0
1970553,Rhizobiales bacterium 39-66-18,"",1,1970553,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00207878479367975,,,-0.2190943,1.0,0.025,-0.2190943,96.7,30.0,307.6526489,0.0,0.06321,0.0878581,-0.2190943
1895841,Sphingobacteriales bacterium 50-39,"",1,1895841,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0028800913131347503,,,-0.3035483,1.0,0.025,-0.3035483,100.0,49.0,307.6526489,0.0,0.06321,6.0275655,-0.3035483
77133,uncultured bacterium,"",1,77133,-200,-300,Bacteria,0,2.0,0.051,-0.532024,100.0,150.0,90.4814835,0.0,-0.014631618175224001,0.12642,733.6816406,-0.532024,0,0,-100,0.0,0.0,0.0,0.0,,,-0.532024
1980538,Orthophasmavirus,"",2,-100,1980538,1980417,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,250.0,,,100.0,1.0,0.025,100.0,54.2,48.0,307.6526489,0.0,0.06321,0.0,100.0
1980543,Wuhan mosquito orthophasmavirus 1,"",1,1980543,1980538,1980417,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,250.0,,,100.0,1.0,0.025,100.0,54.2,48.0,307.6526489,0.0,0.06321,0.0,100.0
74855,Terfezia,"",2,-100,74855,5186,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,250.0,,,100.0,1.0,0.025,100.0,65.3,49.0,307.6526489,0.0,0.06321,0.0,100.0
82571,Terfezia boudieri,"",1,82571,74855,5186,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,250.0,,,100.0,1.0,0.025,100.0,65.3,49.0,307.6526489,0.0,0.06321,0.0,100.0
12137,Sobemovirus,"",2,-100,12137,2169577,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,250.0,,,100.0,1.0,0.025,100.0,77.6,49.0,307.6526489,0.0,0.06321,0.0,100.0
2315808,Yongsan sobemo-like virus 1,"",1,2315808,12137,2169577,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,250.0,,,100.0,1.0,0.025,100.0,77.6,49.0,307.6526489,0.0,0.06321,0.0,100.0
9903,Bos,"""oxen",2,-100,9903,9895,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,250.0,,,100.0,1.0,0.025,100.0,100.0,30.0,307.6526489,0.0,0.06321,0.0,100.0
9913,Bos taurus,cattle,1,9913,9903,9895,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,250.0,,,100.0,1.0,0.025,100.0,100.0,30.0,307.6526489,0.0,0.06321,0.0,100.0
9539,Macaca,macaques,2,-100,9539,9527,Eukaryota,0,1.0,0.025,100.0,99.3,150.0,89.1135101,0.0,250.0,0.06321,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
