tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_r_pct,NR_rpm_bg,NR_maxzscore
1299308,Quaranjavirus,"",2,-100,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,2196910.0,100.0,13735.0,219.851,100.0,46.5572,700.425,265.2028503,0.0,29.98646,0.0,100.0
1608131,Wuhan Mosquito Virus 6,"",1,1608131,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,2196910.0,100.0,13725.0,219.691,100.0,46.5617,700.916,265.395874,0.0,29.96463,0.0,100.0
1608129,Wuhan Mosquito Virus 4,"",1,1608129,1299308,11308,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,1600.0,100.0,10.0,0.16,100.0,40.4808,25.4,0.2989396,0.0,0.02183,0.0,100.0
207244,Anaerostipes,"",2,-100,207244,186803,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,21421.658836397415,24.3907414,1696.0,27.147,24.3907414,41.667,36.0,-0.3617278,0.0,3.70273,0.4790298,24.3907414
105841,Anaerostipes caccae,"",1,105841,207244,186803,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,21421.658836397415,32.3523814,1696.0,27.147,32.3523814,41.667,36.0,-0.3617278,0.0,3.70273,0.2440879,32.3523814
10088,Mus,"",2,-100,10088,10066,Eukaryota,0,77.0,1.232,100.0,99.8534,1170.74,290.7302246,0.0,12320.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
10090,Mus musculus,house mouse,1,10090,10088,10066,Eukaryota,0,77.0,1.232,100.0,99.8534,1170.74,290.7302246,0.0,12320.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,36.0,0.576,100.0,99.6001,172.167,97.5862503,0.0,7520.0,100.0,11.0,0.176,100.0,66.0942,40.8182,139.7550201,0.0,0.02402,0.0,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,36.0,0.576,100.0,99.6001,172.167,97.5862503,0.0,7520.0,100.0,11.0,0.176,100.0,66.0942,40.8182,139.7550201,0.0,0.02402,0.0,100.0
143949,Sipha,"",2,-100,143949,27482,Eukaryota,0,1.0,0.016,100.0,84.4,141.0,54.1487427,0.0,6240.0,100.0,38.0,0.608,100.0,45.1183,22.9211,24.0098438,0.0,0.08296,0.0,100.0
143950,Sipha flava,yellow sugarcane aphid,1,143950,143949,27482,Eukaryota,0,1.0,0.016,100.0,84.4,141.0,54.1487427,0.0,6240.0,100.0,38.0,0.608,100.0,45.1183,22.9211,24.0098438,0.0,0.08296,0.0,100.0
-200011270,Non-genus-specific reads in family Rhabdoviridae,,2,-100,-200011270,11270,Viruses,0,8.0,0.128,100.0,98.9833,283.375,144.7057495,0.0,3840.0,100.0,26.0,0.416,100.0,61.6315,45.0385,30.1286888,0.0,0.05676,0.0,100.0
1803034,Merida virus,"",1,1803034,-200011270,11270,Viruses,0,8.0,0.128,100.0,98.9833,283.375,144.7057495,0.0,3840.0,100.0,16.0,0.256,100.0,73.7921,57.1875,48.6249275,0.0,0.03493,0.0,100.0
2053815,Merida-like virus Turkey,"",1,2053815,-200011270,11270,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,1600.0,100.0,10.0,0.16,100.0,42.1744,25.6,0.5347039,0.0,0.02183,0.0,100.0
-200,All taxa with neither family nor genus classification,,2,-100,-200,-300,Uncategorized,0,2133.0,34.142,-0.5221003,98.7135,2890.8,302.4501648,0.0,2976.5727991999997,-0.0884884,24954.0,399.431,-0.0884884,51.5367,1147.06,215.2006989,0.0,54.47996,518.2056274,-0.0884884
2315803,Yongsan bunyavirus 1,"",1,2315803,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,2976.5727991999997,100.0,21015.0,336.38,100.0,47.8214,1278.7,217.321167,0.0,45.88027,0.0,100.0
1923660,Wenzhou sobemo-like virus 4,"",1,1923660,-200,-300,Viruses,0,2084.0,33.357,100.0,98.782,2955.0,307.6526489,0.0,2036.7407265899997,100.0,2084.0,33.357,100.0,99.151,589.0,307.6526489,0.0,4.54982,0.0,100.0
1922926,Hubei mosquito virus 2,"",1,1922926,-200,-300,Viruses,0,4.0,0.064,100.0,86.15,134.5,54.5138397,0.0,131.52573815999997,100.0,905.0,14.486,100.0,50.7544,487.608,152.8739929,0.0,1.97581,0.0,100.0
1923029,Hubei partiti-like virus 22,"",1,1923029,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,121.37953827999999,100.0,857.0,13.717,100.0,27.5489,92.3547,21.2593212,0.0,1.87102,0.0,100.0
1739631,Linepithema humile virus 1,"",1,1739631,-200,-300,Viruses,0,2.0,0.032,100.0,98.35,149.5,86.7135086,0.0,3.2281167999999996,100.0,11.0,0.176,100.0,47.8435,38.3636,56.1315384,0.0,0.02402,0.0,100.0
