tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_r_pct,NR_rpm_bg,NR_maxzscore
133894,Penaeus,"",2,-100,133894,6685,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,45432377.1,99.0,64.0,4589.129,99.0,98.9015,90.0,70.149025,0.0,11.5942,0.0065865,99.0
6689,Penaeus vannamei,Pacific white shrimp,1,6689,133894,6685,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,45432377.1,100.0,64.0,4589.129,100.0,98.9015,90.0,70.149025,0.0,11.5942,0.0,100.0
4549,Secale,"",2,-100,4549,4479,Eukaryota,0,61.0,4374.014,99.0,99.835,605.0,307.6526489,0.0,42869711.214,99.0,0,0,-100,0.0,0.0,0.0,0.0,,,99.0
4550,Secale cereale,rye,1,4550,4549,4479,Eukaryota,0,61.0,4374.014,99.0,99.835,605.0,307.6526489,0.0,42869711.214,99.0,0,0,-100,0.0,0.0,0.0,0.0,,,99.0
4575,Zea,"",2,-100,4575,4479,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,30219629.121,99.0,43.0,3083.321,99.0,96.653,100.767,78.1825409,0.0,7.78986,5.1176867,99.0
4577,Zea mays,"",1,4577,4575,4479,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,30219629.121,99.0,43.0,3083.321,99.0,96.653,100.767,78.1825409,0.0,7.78986,5.1048503,99.0
15367,Brachypodium,false bromes,2,-100,15367,4479,Eukaryota,0,2.0,143.41,51.6544499,99.65,150.0,89.7975006,0.0,29200053.040650383,99.0,41.0,2939.911,99.0,100.0,107.0,71.6439743,0.0,7.42754,0.2039414,99.0
15368,Brachypodium distachyon,stiff brome,1,15368,15367,4479,Eukaryota,0,2.0,143.41,52.1055065,99.65,150.0,89.7975006,0.0,29200053.040650383,99.0,41.0,2939.911,99.0,100.0,107.0,71.6439743,0.0,7.42754,0.2039414,99.0
10088,Mus,"",2,-100,10088,10066,Eukaryota,0,40.0,2868.205,100.0,99.8922,982.35,264.3032837,0.0,28682050.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
10090,Mus musculus,house mouse,1,10090,10088,10066,Eukaryota,0,40.0,2868.205,100.0,99.8922,982.35,264.3032837,0.0,28682050.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
15869,Stipa,"",2,-100,15869,4479,Eukaryota,0,38.0,2724.795,100.0,99.718,355.0,307.6526489,0.0,27247950.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
2038769,Stipa magnifica,"",1,2038769,15869,4479,Eukaryota,0,38.0,2724.795,100.0,99.718,355.0,307.6526489,0.0,27247950.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
561,Escherichia,"",2,-100,561,543,Bacteria,0,70.0,5019.36,38.0711835,99.8587,1145.69,299.2181091,0.0,18760889.650937404,40.8127386,96.0,6883.694,40.8127386,98.4311,311.885,263.7743225,0.0,17.3913,103.1845856,40.8127386
562,Escherichia coli,"",1,562,561,543,Bacteria,0,70.0,5019.36,38.112232,99.8587,1145.69,299.2181091,0.0,18760889.650937404,40.8550282,96.0,6883.694,40.8550282,98.4311,311.885,263.7743225,0.0,17.3913,103.0123444,40.8550282
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,24.0,1720.923,100.0,99.5792,177.75,100.6905823,0.0,17926280.0,100.0,1.0,71.705,100.0,82.2,45.0,307.6526489,0.0,0.18116,0.0,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,24.0,1720.923,100.0,99.5792,177.75,100.6905823,0.0,17926280.0,100.0,1.0,71.705,100.0,82.2,45.0,307.6526489,0.0,0.18116,0.0,100.0
4071,Capsicum,peppers,2,-100,4071,4070,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,9758045.084811956,62.3236861,32.0,2294.564,62.3236861,85.3186,72.875,33.6024399,0.0,5.7971,12.8243914,62.3236861
33114,Capsicum baccatum,"",1,33114,4071,4070,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,9758045.084811956,68.2353641,32.0,2294.564,68.2353641,85.3186,72.875,33.6024399,0.0,5.7971,11.3038797,68.2353641
45186,Zelkova,"",2,-100,45186,3474,Eukaryota,0,10.0,717.051,99.0,96.9422,505.6,245.352829,0.0,7027816.851000001,99.0,0,0,-100,0.0,0.0,0.0,0.0,,,99.0
45187,Zelkova serrata,"",1,45187,45186,3474,Eukaryota,0,10.0,717.051,99.0,96.9422,505.6,245.352829,0.0,7027816.851000001,99.0,0,0,-100,0.0,0.0,0.0,0.0,,,99.0
37818,Dendrobium,"",2,-100,37818,4747,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,3719291.3843343663,92.9788393,6.0,430.23,92.9788393,81.25,80.0,43.0589867,0.0,1.08696,1.6850131,92.9788393
906689,Dendrobium catenatum,"",1,906689,37818,4747,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,3719291.3843343663,92.9769709,6.0,430.23,92.9769709,81.25,80.0,43.0589867,0.0,1.08696,1.6843141,92.9769709
4539,Panicum,"",2,-100,4539,4479,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,3513903.525,99.0,5.0,358.525,99.0,79.6002,81.8,94.2585983,0.0,0.9058,0.0908424,99.0
206008,Panicum hallii,"",1,206008,4539,4479,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,3513903.525,99.0,5.0,358.525,99.0,79.6002,81.8,94.2585983,0.0,0.9058,0.0890341,99.0
4564,Triticum,"",2,-100,4564,4479,Eukaryota,0,95.0,6811.989,19.9544792,99.3907,306.621,163.9149475,0.0,2909136.362228064,19.9544792,3.0,215.115,14.4351059,100.0,40.3333,117.1328125,0.0,0.54348,5.7865129,19.9544792
4565,Triticum aestivum,bread wheat,1,4565,4564,4479,Eukaryota,0,95.0,6811.989,20.8849823,99.3907,306.621,163.9149475,0.0,2909136.362228064,22.6223616,3.0,215.115,22.6223616,100.0,40.3333,117.1328125,0.0,0.54348,2.8615837,22.6223616
