tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_r_pct,NR_rpm_bg,NR_maxzscore
12137,Sobemovirus,"",2,-100,12137,2169577,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,3117970.0000000005,100.0,9965.0,311.797,100.0,84.0074,439.169,307.0344849,0.0,18.4852,0.0,100.0
2315808,Yongsan sobemo-like virus 1,"",1,2315808,12137,2169577,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,3117970.0000000005,100.0,9965.0,311.797,100.0,84.0074,439.169,307.0344849,0.0,18.4852,0.0,100.0
7174,Culex,"",2,-100,7174,7157,Eukaryota,0,1183.0,37.015,3.9970332,87.3504,263.875,84.8885422,0.0,3033172.883192248,99.0,10132.0,317.022,99.0,51.4327,75.5152,48.6817589,0.0,18.79498,0.0298837,99.0
7176,Culex quinquefasciatus,southern house mosquito,1,7176,7174,7157,Eukaryota,0,790.0,24.718,2.5651479,85.7691,194.296,58.9414978,0.0,3033172.883192248,99.0,9890.0,309.45,99.0,50.9035,72.9004,47.047554,0.0,18.34607,0.0279299,99.0
7175,Culex pipiens,northern house mosquito,1,7175,7174,7157,Eukaryota,0,152.0,4.755,99.0,84.5647,555.217,151.8921051,0.0,58305.940393733996,99.0,184.0,5.757,99.0,81.7372,229.766,146.1792297,0.0,0.34132,0.0019538,99.0
7177,Culex tarsalis,"",1,7177,7174,7157,Eukaryota,0,24.0,0.75,100.0,85.5491,316.333,86.6662598,0.0,17951.47749,100.0,57.0,1.783,100.0,44.8194,31.7193,12.9584351,0.0,0.10574,0.0,100.0
42428,Culex erythrothorax,"",1,42428,7174,7157,Eukaryota,0,216.0,6.758,100.0,95.3192,308.032,132.5849152,0.0,2701.19503656,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
42433,Culex torrentium,"",1,42433,7174,7157,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,306.9,100.0,1.0,0.031,100.0,86.0,50.0,307.6526489,0.0,0.00186,0.0,100.0
38742,Culex restuans,"",1,38742,7174,7157,Eukaryota,0,1.0,0.031,100.0,82.0,150.0,53.431797,0.0,12.39080292,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
7158,Aedes,"",2,-100,7158,7157,Eukaryota,0,52.0,1.627,9.6699915,84.7731,117.269,43.3624458,0.0,919633.6395467595,99.0,4146.0,129.725,99.0,47.4385,106.822,48.5070839,0.0,7.69088,0.0746694,99.0
7160,Aedes albopictus,Asian tiger mosquito,1,7160,7158,7157,Eukaryota,0,29.0,0.907,99.0,85.1759,111.414,41.3381462,0.0,919633.6395467595,99.0,2996.0,93.742,99.0,46.2539,129.608,51.2542229,0.0,5.55762,0.06689,99.0
7159,Aedes aegypti,yellow fever mosquito,1,7159,7158,7157,Eukaryota,0,23.0,0.719,18.1410555,84.2652,124.652,45.9148293,0.0,352785.71174993744,99.0,1150.0,35.982,99.0,50.5247,47.46,41.3501854,0.0,2.13326,0.0077793,99.0
-200011270,Non-genus-specific reads in family Rhabdoviridae,,2,-100,-200011270,11270,Viruses,0,8.0,0.25,100.0,82.95,117.625,40.7683945,0.0,281600.0,100.0,918.0,28.723,100.0,52.9123,885.314,195.5626373,0.0,1.7029,0.0,100.0
1608134,Wuhan Mosquito Virus 9,"",1,1608134,-200011270,11270,Viruses,0,8.0,0.25,100.0,82.95,117.625,40.7683945,0.0,281600.0,100.0,892.0,27.91,100.0,53.3398,910.23,201.27005,0.0,1.65467,0.0,100.0
2125980,Grenada mosquito rhabdovirus 1,"",1,2125980,-200011270,11270,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,8129.999999999999,100.0,26.0,0.813,100.0,38.2438,30.5,-0.2451192,0.0,0.04823,0.0,100.0
9611,Canis,"",2,-100,9611,9608,Eukaryota,0,354.0,11.076,100.0,98.3381,508.864,307.6526489,0.0,110760.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
9612,Canis lupus,gray wolf,1,9612,9611,9608,Eukaryota,0,354.0,11.076,100.0,98.3381,508.864,307.6526489,0.0,110760.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
7164,Anopheles,"",2,-100,7164,7157,Eukaryota,0,4.0,0.125,1.0492956,86.3,110.75,42.7637711,0.0,102116.6228399237,99.0,848.0,26.533,99.0,40.2749,70.3561,18.0203457,0.0,1.57305,0.0071156,99.0
7165,Anopheles gambiae,African malaria mosquito,1,7165,7164,7157,Eukaryota,0,1.0,0.031,0.1180492,86.7,105.0,40.5528412,0.0,102116.6228399237,99.0,333.0,10.419,99.0,42.2684,96.2072,19.2998714,0.0,0.61772,0.0042246,99.0
43151,Anopheles darlingi,"",1,43151,7164,7157,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,89238.10500000001,99.0,291.0,9.105,99.0,38.7109,38.0481,12.0254536,0.0,0.53981,0.0012993,99.0
74873,Anopheles sinensis,"",1,74873,7164,7157,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,68685.408,99.0,224.0,7.008,99.0,39.3433,73.8973,23.9062042,0.0,0.41552,0.0015917,99.0
7173,Anopheles arabiensis,"",1,7173,7164,7157,Eukaryota,0,3.0,0.093,100.0,86.1667,112.667,43.5007477,0.0,9.75844908,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
9789,Equus,"",2,-100,9789,9788,Eukaryota,0,2.0,0.062,100.0,98.25,142.5,81.9223328,0.0,58810.0,100.0,186.0,5.819,100.0,81.507,146.0,57.1536636,0.0,0.34503,0.0,100.0
9796,Equus caballus,horse,1,9796,9789,9788,Eukaryota,0,2.0,0.062,100.0,98.25,142.5,81.9223328,0.0,58810.0,100.0,186.0,5.819,100.0,81.507,146.0,57.1536636,0.0,0.34503,0.0,100.0
9922,Capra,"",2,-100,9922,9895,Eukaryota,0,1.0,0.031,100.0,99.3,150.0,89.1135101,0.0,55370.0,100.0,176.0,5.506,100.0,95.672,76.3182,35.973774,0.0,0.32648,0.0,100.0
9925,Capra hircus,goat,1,9925,9922,9895,Eukaryota,0,1.0,0.031,100.0,99.3,150.0,89.1135101,0.0,55370.0,100.0,176.0,5.506,100.0,95.672,76.3182,35.973774,0.0,0.32648,0.0,100.0
9871,Odocoileus,"",2,-100,9871,9850,Eukaryota,0,108.0,3.379,100.0,98.7132,400.889,172.3023987,0.0,49740.0,100.0,51.0,1.595,100.0,46.3672,35.6863,32.0699005,0.0,0.09461,0.0,100.0
9874,Odocoileus virginianus,white-tailed deer,1,9874,9871,9850,Eukaryota,0,108.0,3.379,100.0,98.7132,400.889,172.3023987,0.0,49740.0,100.0,51.0,1.595,100.0,46.3672,35.6863,32.0699005,0.0,0.09461,0.0,100.0
9682,Felis,"",2,-100,9682,9681,Eukaryota,0,140.0,4.38,100.0,100.0,527.0,307.6526489,0.0,45050.0,100.0,4.0,0.125,100.0,36.2845,25.0,-0.1611096,0.0,0.00742,0.0,100.0
9685,Felis catus,domestic cat,1,9685,9682,9681,Eukaryota,0,140.0,4.38,100.0,100.0,527.0,307.6526489,0.0,45050.0,100.0,4.0,0.125,100.0,36.2845,25.0,-0.1611096,0.0,0.00742,0.0,100.0
43333,Mazama,"",2,-100,43333,9850,Eukaryota,0,84.0,2.628,100.0,97.107,1521.0,307.6526489,0.0,29090.0,100.0,9.0,0.281,100.0,35.9298,49.3333,33.9063721,0.0,0.0167,0.0,100.0
43334,Mazama americana,red brocket,1,43334,43333,9850,Eukaryota,0,84.0,2.628,100.0,97.107,1521.0,307.6526489,0.0,29090.0,100.0,9.0,0.281,100.0,35.9298,49.3333,33.9063721,0.0,0.0167,0.0,100.0
9903,Bos,"""oxen",2,-100,9903,9895,Eukaryota,0,51.0,1.595,100.0,95.0662,179.02,86.9869919,0.0,23140.0,100.0,72.0,2.252,100.0,69.5304,51.875,167.4377441,0.0,0.13356,0.0,100.0
9913,Bos taurus,cattle,1,9913,9903,9895,Eukaryota,0,5.0,0.156,100.0,95.22,147.6,79.2378235,0.0,23140.0,100.0,69.0,2.158,100.0,69.9737,52.4058,170.254776,0.0,0.128,0.0,100.0
72004,Bos mutus,wild yak,1,72004,9903,9895,Eukaryota,0,45.0,1.408,100.0,94.9995,184.0,88.4383774,0.0,14080.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
9915,Bos indicus,zebu cattle,1,9915,9903,9895,Eukaryota,0,1.0,0.031,100.0,97.3,112.0,60.4202156,0.0,1240.0,100.0,3.0,0.093,100.0,59.3333,39.6667,102.6459961,0.0,0.00557,0.0,100.0
46207,Toxorhynchites,"",2,-100,46207,7157,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,21269.999999999996,100.0,68.0,2.127,100.0,52.7983,23.7059,8.938015,0.0,0.12614,0.0,100.0
46208,Toxorhynchites amboinensis,"",1,46208,46207,7157,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,21269.999999999996,100.0,68.0,2.127,100.0,52.7983,23.7059,8.938015,0.0,0.12614,0.0,100.0
9935,Ovis,"",2,-100,9935,9895,Eukaryota,0,14.0,0.438,100.0,94.8143,130.857,67.9120483,0.0,20639.999999999996,100.0,64.0,2.002,100.0,45.7759,27.3594,19.0739536,0.0,0.11872,0.0,100.0
9940,Ovis aries,sheep,1,9940,9935,9895,Eukaryota,0,2.0,0.062,100.0,100.0,119.5,69.6676788,0.0,20639.999999999996,100.0,64.0,2.002,100.0,45.7759,27.3594,19.0739536,0.0,0.11872,0.0,100.0
37174,Ovis canadensis,bighorn sheep,1,37174,9935,9895,Eukaryota,0,12.0,0.375,100.0,93.95,132.75,67.6194458,0.0,3750.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,,,100.0
