tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
586,Providencia,"",2,-100,586,1903414,Bacteria,0,210.0,4489.673,99.0,99.778,1354.0,307.6526489,0.0,44003285.073,15.67164,0.4932917,99.0,0,0,-100,0.0,0.0,0.0,0.0,99.0
587,Providencia rettgeri,"",1,587,586,1903414,Bacteria,0,210.0,4489.673,99.0,99.778,1354.0,307.6526489,0.0,44003285.073,15.67164,0.1285724,99.0,0,0,-100,0.0,0.0,0.0,0.0,99.0
4107,Solanum,"",2,-100,4107,4070,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,43793749.493999995,,,99.0,209.0,4468.294,99.0,98.529,408.0,307.6526489,0.0,99.0
4081,Solanum lycopersicum,tomato,1,4081,4107,4070,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,43793749.493999995,,,99.0,209.0,4468.294,99.0,98.529,408.0,307.6526489,0.0,99.0
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,111.0,2373.113,100.0,99.2939,182.775,99.5058746,0.0,25013890.0,8.28358,0.0,100.0,6.0,128.276,100.0,92.3337,68.0,139.4816132,0.0,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,111.0,2373.113,100.0,99.2939,182.775,99.5058746,0.0,25013890.0,8.28358,0.0,100.0,6.0,128.276,100.0,92.3337,68.0,139.4816132,0.0,100.0
3701,Arabidopsis,"",2,-100,3701,3700,Eukaryota,0,78.0,1667.593,99.0,99.5214,1215.91,302.0404968,0.0,16344078.993,5.8209,0.3640163,99.0,0,0,-100,0.0,0.0,0.0,0.0,99.0
3702,Arabidopsis thaliana,thale cress,1,3702,3701,3700,Eukaryota,0,78.0,1667.593,99.0,99.5214,1215.91,302.0404968,0.0,16344078.993,5.8209,0.3234736,99.0,0,0,-100,0.0,0.0,0.0,0.0,99.0
10088,Mus,"",2,-100,10088,10066,Eukaryota,0,19.0,406.208,100.0,99.9703,236.684,128.1337433,0.0,4062080.0000000005,1.41791,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
10090,Mus musculus,house mouse,1,10090,10088,10066,Eukaryota,0,19.0,406.208,100.0,99.9703,236.684,128.1337433,0.0,4062080.0000000005,1.41791,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
15869,Stipa,"",2,-100,15869,4479,Eukaryota,0,10.0,213.793,100.0,88.8656,303.6,97.4503937,0.0,1924139.9999999998,0.74627,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
2038770,Stipa narynica,"",1,2038770,15869,4479,Eukaryota,0,9.0,192.414,100.0,87.7062,320.667,98.3767166,0.0,1924139.9999999998,0.67164,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
2038769,Stipa magnifica,"",1,2038769,15869,4479,Eukaryota,0,1.0,21.379,100.0,99.3,150.0,89.1135101,0.0,213790.0,0.07463,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
1213737,Schizopora,"",2,-100,1213737,574935,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1676314.035,,,99.0,8.0,171.035,99.0,70.052,22.375,77.085022,0.0,99.0
27342,Schizopora paradoxa,"",1,27342,1213737,574935,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1676314.035,,,99.0,8.0,171.035,99.0,70.052,22.375,77.085022,0.0,99.0
4554,Setaria,"",2,-100,4554,4479,Eukaryota,0,4.0,85.517,99.0,90.795,239.0,84.7772827,0.0,1423453.4560860433,0.29851,0.0503439,99.0,3.0,64.138,95.4718484,57.2873,36.0,102.4749222,0.0,99.0
4555,Setaria italica,foxtail millet,1,4555,4554,4479,Eukaryota,0,4.0,85.517,99.0,90.795,239.0,84.7772827,0.0,1423453.4560860433,0.29851,0.0503439,99.0,3.0,64.138,95.5847863,57.2873,36.0,102.4749222,0.0,99.0
133894,Penaeus,"",2,-100,133894,6685,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1269932.4000000001,,,99.0,6.0,128.276,99.0,84.0313,61.6667,126.0943222,0.0,99.0
6689,Penaeus vannamei,Pacific white shrimp,1,6689,133894,6685,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1269932.4000000001,,,100.0,6.0,128.276,100.0,84.0313,61.6667,126.0943222,0.0,100.0
40336,Mucuna,"",2,-100,40336,3803,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1068960.0,,,100.0,5.0,106.896,100.0,90.7744,65.8,98.8985062,0.0,100.0
157652,Mucuna pruriens,"",1,157652,40336,3803,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1068960.0,,,100.0,5.0,106.896,100.0,90.7744,65.8,98.8985062,0.0,100.0
9596,Pan,chimpanzees,2,-100,9596,9604,Eukaryota,0,3.0,64.138,100.0,100.0,206.667,110.0336075,0.0,1068960.0,0.22388,0.0,100.0,2.0,42.758,100.0,30.0,30.0,0.0555173,0.0,100.0
9598,Pan troglodytes,chimpanzee,1,9598,9596,9604,Eukaryota,0,3.0,64.138,100.0,100.0,206.667,110.0336075,0.0,1068960.0,0.22388,0.0,100.0,2.0,42.758,100.0,30.0,30.0,0.0555173,0.0,100.0
9539,Macaca,macaques,2,-100,9539,9527,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1068960.0,,,100.0,6.0,128.276,100.0,76.6667,47.5,69.3960495,0.0,100.0
9541,Macaca fascicularis,crab-eating macaque,1,9541,9539,9527,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1068960.0,,,100.0,5.0,106.896,100.0,76.0,50.0,21.7447281,0.0,100.0
9544,Macaca mulatta,Rhesus monkey,1,9544,9539,9527,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,213790.0,,,100.0,1.0,21.379,100.0,80.0,35.0,307.6526489,0.0,100.0
