tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
10088,Mus,"",2,-100,10088,10066,Eukaryota,0,50.0,1.426,100.0,99.862,149.9,90.1392899,0.0,14260.0,5.82751,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
10090,Mus musculus,house mouse,1,10090,10088,10066,Eukaryota,0,50.0,1.426,100.0,99.862,149.9,90.1392899,0.0,14260.0,5.82751,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
9605,Homo,"",2,-100,9605,9604,Eukaryota,0,19.0,0.542,100.0,99.9263,150.0,90.3374863,0.0,5420.0,2.21445,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
9606,Homo sapiens,human,1,9606,9605,9604,Eukaryota,0,19.0,0.542,100.0,99.9263,150.0,90.3374863,0.0,5420.0,2.21445,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
12137,Sobemovirus,"",2,-100,12137,2169577,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,2280.0,,,100.0,8.0,0.228,100.0,85.1,48.875,14.6999998,0.0,100.0
2315808,Yongsan sobemo-like virus 1,"",1,2315808,12137,2169577,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,2280.0,,,100.0,8.0,0.228,100.0,85.1,48.875,14.6999998,0.0,100.0
-200186766,Non-genus-specific reads in family Narnaviridae,,2,-100,-200186766,186766,Viruses,0,4.0,0.114,100.0,97.275,145.5,81.9204559,0.0,2280.0,0.4662,0.0,100.0,4.0,0.114,100.0,96.575,46.0,15.125,0.0,100.0
1628188,Narnaviridae environmental sample,"",1,1628188,-200186766,186766,Viruses,0,4.0,0.114,100.0,97.275,145.5,81.9204559,0.0,2280.0,0.4662,0.0,100.0,4.0,0.114,100.0,96.575,46.0,15.125,0.0,100.0
9539,Macaca,macaques,2,-100,9539,9527,Eukaryota,0,7.0,0.199,100.0,100.0,144.714,86.872963,0.0,1990.0,0.81585,0.0,100.0,1.0,0.028,100.0,93.6,47.0,14.1999998,0.0,100.0
9541,Macaca fascicularis,crab-eating macaque,1,9541,9539,9527,Eukaryota,0,7.0,0.199,100.0,100.0,144.714,86.872963,0.0,1990.0,0.81585,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
9544,Macaca mulatta,Rhesus monkey,1,9544,9539,9527,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,280.0,,,100.0,1.0,0.028,100.0,93.6,47.0,14.1999998,0.0,100.0
1884455,Anphevirus,"",2,-100,1884455,-300,Viruses,0,2.0,0.057,100.0,99.65,150.0,89.7975006,0.0,1140.0,0.2331,0.0,100.0,2.0,0.057,100.0,99.0,49.0,18.6000004,0.0,100.0
2230910,Aedes anphevirus,"",1,2230910,1884455,-300,Viruses,0,2.0,0.057,100.0,99.65,150.0,89.7975006,0.0,1140.0,0.2331,0.0,100.0,2.0,0.057,100.0,99.0,49.0,18.6000004,0.0,100.0
43395,Adrama,"",2,-100,43395,7211,Eukaryota,0,4.0,0.114,100.0,100.0,141.0,84.3413162,0.0,1140.0,0.4662,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
166493,Adrama apicalis,"",1,166493,43395,7211,Eukaryota,0,4.0,0.114,100.0,100.0,141.0,84.3413162,0.0,1140.0,0.4662,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
-200012283,Non-genus-specific reads in family Nodaviridae,,2,-100,-200012283,12283,Viruses,0,2.0,0.057,100.0,90.5,147.5,69.5595932,0.0,1140.0,0.2331,0.0,100.0,2.0,0.057,100.0,96.0,49.5,18.1000004,0.0,100.0
2304483,Culex mosquito virus 3,"",1,2304483,-200012283,12283,Viruses,0,2.0,0.057,100.0,90.5,147.5,69.5595932,0.0,1140.0,0.2331,0.0,100.0,2.0,0.057,100.0,96.0,49.5,18.1000004,0.0,100.0
11051,Flavivirus,arboviruses group B,2,-100,11051,11050,Viruses,0,2.0,0.057,100.0,96.7,150.0,83.6197891,0.0,570.99967227,0.2331,0.0,100.0,2.0,0.057,-0.1753811,99.0,49.5,19.2000008,0.0,100.0
31658,Cell fusing agent virus,"",1,31658,11051,11050,Viruses,0,2.0,0.057,100.0,96.7,150.0,83.6197891,0.0,570.99967227,0.2331,0.0,100.0,2.0,0.057,100.0,99.0,49.5,19.2000008,0.0,100.0
47747,Hyaloscypha,"",2,-100,47747,47743,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,570.0,,,100.0,2.0,0.057,100.0,68.4,49.0,10.6499996,0.0,100.0
2482757,Hyaloscypha variabilis,"",1,2482757,47747,47743,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,570.0,,,100.0,2.0,0.057,100.0,68.4,49.0,10.6499996,0.0,100.0
611382,Pseudosmittia,"",2,-100,611382,7149,Eukaryota,0,1.0,0.028,100.0,94.7,150.0,79.5086365,0.0,280.0,0.11655,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
891459,Pseudosmittia sp. 1 SRM-2010,"",1,891459,611382,7149,Eukaryota,0,1.0,0.028,100.0,94.7,150.0,79.5086365,0.0,280.0,0.11655,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
9406,Rousettus,"",2,-100,9406,9398,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,280.0,,,100.0,1.0,0.028,100.0,95.9,49.0,16.1000004,0.0,100.0
9407,Rousettus aegyptiacus,Egyptian rousette,1,9407,9406,9398,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,280.0,,,100.0,1.0,0.028,100.0,95.9,49.0,16.1000004,0.0,100.0
-200,All taxa with neither family nor genus classification,,2,-100,-200,-300,Uncategorized,0,18.0,0.513,-0.5401914,91.6278,130.333,64.0258865,0.0,24.84234621,2.0979,1004.6601563,-0.3852405,39.0,1.112,-0.3852405,87.1,48.7692,15.6230774,0.0,-0.3852405
1922926,Hubei mosquito virus 2,"",1,1922926,-200,-300,Viruses,0,4.0,0.114,100.0,83.825,135.75,50.5630989,0.0,24.84234621,0.4662,0.0,100.0,17.0,0.485,100.0,79.7353,48.6471,14.6000004,0.0,100.0
1922855,Hubei chryso-like virus 1,"",1,1922855,-200,-300,Viruses,0,2.0,0.057,100.0,97.3,149.0,84.3191376,0.0,5.2749618300000005,0.2331,0.0,100.0,2.0,0.057,100.0,99.0,49.0,19.4500008,0.0,100.0
1923660,Wenzhou sobemo-like virus 4,"",1,1923660,-200,-300,Viruses,0,2.0,0.057,100.0,89.55,105.5,45.0157585,0.0,5.2749618300000005,0.2331,0.0,100.0,2.0,0.057,100.0,86.0,50.0,15.3999996,0.0,100.0
1925502,Chuvirus Mos8Chu0,"",1,1925502,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,2.19587085,,,100.0,2.0,0.057,100.0,77.8,47.5,11.8999996,0.0,100.0
2053607,Candidatus Rokubacteria bacterium,"",1,2053607,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,2.19587085,,,100.0,2.0,0.057,100.0,70.55,47.5,8.6000004,0.0,100.0
2201155,Pseudonocardiales bacterium,"",1,2201155,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.0786734,,,100.0,1.0,0.028,100.0,87.2,47.0,13.6000004,0.0,100.0
164851,uncultured soil bacterium,"",1,164851,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.022743600576624,,,0.172624,12.0,0.342,0.172624,100.0,49.3333,18.5083332,0.0,0.172624
1978231,Acidobacteria bacterium,"",1,1978231,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0013710338023158,,,0.1271037,1.0,0.028,0.1271037,87.5,48.0,14.6999998,0.0,0.1271037
1882833,Frankineae bacterium MT45,"",1,1882833,-200,-300,Bacteria,0,1.0,0.028,-0.2943706,89.7,78.0,30.3872166,0.0,-0.00445246106291952,0.11655,0.2521586,-0.2943706,0,0,-100,0.0,0.0,0.0,0.0,-0.2943706
175244,uncultured Basidiomycota,"",1,175244,-200,-300,Eukaryota,0,2.0,0.057,-0.4250572,100.0,150.0,90.4814835,0.0,-0.013087897905040561,0.2331,1.2140005,-0.4250572,0,0,-100,0.0,0.0,0.0,0.0,-0.4250572
77133,uncultured bacterium,"",1,77133,-200,-300,Bacteria,0,7.0,0.199,-0.5319166,92.9429,130.857,68.5990829,0.0,-0.05718001779461076,0.81585,733.6816406,-0.5319166,0,0,-100,0.0,0.0,0.0,0.0,-0.5319166
40463,Peniophora,"",2,-100,40463,103393,Eukaryota,0,8.0,0.228,0.9863142,100.0,150.0,90.4814835,0.0,11.243981880000002,0.9324,0.049823,1.54093,6.0,0.171,1.54093,95.3,46.3333,16.1499996,0.0,1.54093
154539,Peniophora lycii,"",1,154539,40463,103393,Eukaryota,0,4.0,0.114,100.0,100.0,150.0,90.4814835,0.0,11.243981880000002,0.4662,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
1314672,Peniophora sp. CONT,"",1,1314672,40463,103393,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,0.40603356029789994,,,1.54093,6.0,0.171,1.54093,95.3,46.3333,16.1499996,0.0,1.54093
1321910,Peniophora sp. 213 OA-2013,"",1,1321910,40463,103393,Eukaryota,0,4.0,0.114,0.5794583,100.0,150.0,90.4814835,0.0,0.06515418625415605,0.4662,0.0307911,0.5794583,0,0,-100,0.0,0.0,0.0,0.0,0.5794583
139329,Heterochaete,"",2,-100,139329,34426,Eukaryota,0,2.0,0.057,4.397126,85.85,107.5,40.2033577,0.0,1.1020788724129322,0.2331,0.0013722,4.397126,0,0,-100,0.0,0.0,0.0,0.0,4.397126
139330,Heterochaete sp. GEL4813,"",1,139330,139329,34426,Eukaryota,0,2.0,0.057,4.397126,85.85,107.5,40.2033577,0.0,1.1020788724129322,0.2331,0.0013722,4.397126,0,0,-100,0.0,0.0,0.0,0.0,4.397126
374,Bradyrhizobium,"",2,-100,374,41294,Bacteria,0,4.0,0.114,-0.3040971,92.225,148.75,73.8530197,0.0,0.8464615600000001,0.4662,2430.9936523,-0.3023077,5.0,0.142,-0.3023077,100.0,46.8,17.2199993,0.0,-0.3023077
2133945,Bradyrhizobium sp. MOS004,"",1,2133945,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.8464615600000001,,,100.0,1.0,0.028,100.0,100.0,43.0,13.8000002,0.0,100.0
1680160,Bradyrhizobium sp. NAS96.2,"",1,1680160,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0024914647981652805,,,-0.2943388,1.0,0.028,-0.2943388,100.0,50.0,18.8999996,0.0,-0.2943388
1755647,Bradyrhizobium sp. BR 10303,"",1,1755647,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0025438091345741203,,,-0.3005227,1.0,0.028,-0.3005227,100.0,49.0,18.7000008,0.0,-0.3005227
1736363,Bradyrhizobium sp. Leaf396,"",1,1736363,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0025561827096582,,,-0.3019845,1.0,0.028,-0.3019845,100.0,43.0,15.1999998,0.0,-0.3019845
375,Bradyrhizobium japonicum,"",1,375,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0027392367937006806,,,-0.3236103,1.0,0.028,-0.3236103,100.0,49.0,19.5,0.0,-0.3236103
2057741,Bradyrhizobium sp. SK17,"",1,2057741,374,41294,Bacteria,0,2.0,0.057,-0.2978529,94.65,150.0,79.5113678,0.0,-0.0051628435776456295,0.2331,2155.4118652,-0.2978529,0,0,-100,0.0,0.0,0.0,0.0,-0.2978529
931866,Bradyrhizobium ottawaense,"",1,931866,374,41294,Bacteria,0,2.0,0.057,-0.3275824,89.8,147.5,68.1946716,0.0,-0.00567816089750928,0.2331,7.9056535,-0.3275824,0,0,-100,0.0,0.0,0.0,0.0,-0.3275824
4539,Panicum,"",2,-100,4539,4479,Eukaryota,0,1.0,0.028,0.1406213,100.0,144.0,86.3872147,0.0,0.39373964,0.11655,0.0170179,0.1406213,0,0,-100,0.0,0.0,0.0,0.0,0.1406213
206008,Panicum hallii,"",1,206008,4539,4479,Eukaryota,0,1.0,0.028,100.0,100.0,144.0,86.3872147,0.0,0.39373964,0.11655,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
528215,Echinocladius,"",2,-100,528215,7149,Eukaryota,0,1.0,0.028,3.5637227,89.5,143.0,65.1191864,0.0,0.35560334550986816,0.11655,0.0011575,3.5637227,0,0,-100,0.0,0.0,0.0,0.0,3.5637227
